S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
"""41""","""151""","[""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""152"", ""542"", ""545"", ""155"", ""546"", ""156"", ""547""]",4.0,13,0.423,2877.0,1.218,0.7816930823705225,0.99937467,1.22,0.7816930823705225,"[449.9, 449.9, 487.3, 487.3, 508.21, 508.21, 467.91, 467.91, 530.84, 530.84, 555.4, 555.4, 582.15]","[0.004824, 0.005603, 0.182317, 0.265013, 0.09141, 0.156584, 0.098897, 0.127912, 0.03754, 0.020387, 0.005444, 0.002848, 0.000596]"
"""41""","""541""","[""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""152"", ""542"", ""545"", ""155"", ""546"", ""156"", ""547""]",4.0,13,0.423,2877.0,1.218,0.7816930823705225,0.99937467,1.22,0.7816930823705225,"[449.9, 449.9, 487.3, 487.3, 508.21, 508.21, 467.91, 467.91, 530.84, 530.84, 555.4, 555.4, 582.15]","[0.004824, 0.005603, 0.182317, 0.265013, 0.09141, 0.156584, 0.098897, 0.127912, 0.03754, 0.020387, 0.005444, 0.002848, 0.000596]"
"""37""","""541""","[""152"", ""542"", ""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""546"", ""156"", ""562""]",4.0,13,0.427,2860.0,1.222,0.09810603639352584,0.99992101,1.22,0.09810603639352584,"[484.59, 484.59, 465.3, 465.3, 505.41, 505.41, 527.94, 527.94, 552.4, 552.4, 579.05, 579.05, 1613.14]","[0.267655, 0.387845, 0.055776, 0.07133, 0.068685, 0.117451, 0.009838, 0.018235, 0.001827, 0.000944, 0.000143, 0.00008, 0.000113]"
"""37""","""151""","[""152"", ""542"", ""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""546"", ""156"", ""562""]",4.0,13,0.427,2860.0,1.222,0.09810603639352584,0.99992101,1.22,0.09810603639352584,"[484.59, 484.59, 465.3, 465.3, 505.41, 505.41, 527.94, 527.94, 552.4, 552.4, 579.05, 579.05, 1613.14]","[0.267655, 0.387845, 0.055776, 0.07133, 0.068685, 0.117451, 0.009838, 0.018235, 0.001827, 0.000944, 0.000143, 0.00008, 0.000113]"
"""191""","""1""","[""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""2"", ""302"", ""5"", ""305"", ""6"", ""306"", ""307""]",4.0,13,0.425,2877.0,1.224,0.7310778709263367,0.99941515,1.22,0.7310778709263367,"[449.87, 449.91, 487.26, 487.31, 508.17, 508.23, 467.88, 467.93, 530.79, 530.85, 555.35, 555.42, 582.17]","[0.002253, 0.008173, 0.11774, 0.329588, 0.074238, 0.173767, 0.054078, 0.172711, 0.018272, 0.039664, 0.002685, 0.005609, 0.000636]"
"""191""","""301""","[""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""2"", ""302"", ""5"", ""305"", ""6"", ""306"", ""307""]",4.0,13,0.425,2877.0,1.224,0.7310778709263367,0.99941515,1.22,0.7310778709263367,"[449.87, 449.91, 487.26, 487.31, 508.17, 508.23, 467.88, 467.93, 530.79, 530.85, 555.35, 555.42, 582.17]","[0.002253, 0.008173, 0.11774, 0.329588, 0.074238, 0.173767, 0.054078, 0.172711, 0.018272, 0.039664, 0.002685, 0.005609, 0.000636]"
"""34""","""541""","[""151"", ""541"", ""152"", ""542"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""559"", ""172"", ""566""]",4.0,13,0.432,2845.0,1.228,0.006707247590168091,0.99999457,1.23,0.006707247590168091,"[482.14, 482.14, 502.89, 502.89, 525.35, 525.35, 549.73, 549.73, 576.31, 576.31, 1602.16, 2248.86, 2489.08]","[0.36344, 0.52388, 0.038013, 0.06476, 0.003189, 0.005936, 0.0002, 0.000394, 0.000022, 0.000012, 0.000125, 0.000018, 0.000005]"
"""34""","""151""","[""151"", ""541"", ""152"", ""542"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""559"", ""172"", ""566""]",4.0,13,0.432,2845.0,1.228,0.006707247590168091,0.99999457,1.23,0.006707247590168091,"[482.14, 482.14, 502.89, 502.89, 525.35, 525.35, 549.73, 549.73, 576.31, 576.31, 1602.16, 2248.86, 2489.08]","[0.36344, 0.52388, 0.038013, 0.06476, 0.003189, 0.005936, 0.0002, 0.000394, 0.000022, 0.000012, 0.000125, 0.000018, 0.000005]"
"""187""","""1""","[""2"", ""302"", ""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""5"", ""305"", ""6"", ""306"", ""322""]",4.0,13,0.429,2860.0,1.228,0.09797106510363257,0.99992112,1.23,0.09797106510363257,"[484.55, 484.61, 465.26, 465.31, 505.37, 505.43, 527.9, 527.96, 552.35, 552.42, 579.0, 579.07, 1612.91]","[0.172144, 0.483352, 0.030006, 0.097093, 0.055656, 0.130488, 0.008898, 0.019178, 0.000905, 0.001866, 0.000069, 0.000155, 0.000112]"
"""187""","""301""","[""2"", ""302"", ""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""5"", ""305"", ""6"", ""306"", ""322""]",4.0,13,0.429,2860.0,1.228,0.09797106510363257,0.99992112,1.23,0.09797106510363257,"[484.55, 484.61, 465.26, 465.31, 505.37, 505.43, 527.9, 527.96, 552.35, 552.42, 579.0, 579.07, 1612.91]","[0.172144, 0.483352, 0.030006, 0.097093, 0.055656, 0.130488, 0.008898, 0.019178, 0.000905, 0.001866, 0.000069, 0.000155, 0.000112]"
