S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
"""41""","""151""","[""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""152"", ""542"", ""545"", ""155"", ""546"", ""156"", ""547"", ""157"", ""564""]",4.0,15,0.484,2878.0,1.392,0.2464867861689572,0.9998028,1.39,0.2464867861689572,"[449.9, 449.9, 487.3, 487.3, 508.21, 508.21, 467.91, 467.91, 530.84, 530.84, 555.4, 555.4, 582.15, 582.15, 1626.65]","[0.004824, 0.005603, 0.182317, 0.265013, 0.09141, 0.156584, 0.098897, 0.127912, 0.03754, 0.020387, 0.005444, 0.002848, 0.000596, 0.000328, 0.0001]"
"""41""","""541""","[""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""152"", ""542"", ""545"", ""155"", ""546"", ""156"", ""547"", ""157"", ""564""]",4.0,15,0.484,2878.0,1.392,0.2464867861689572,0.9998028,1.39,0.2464867861689572,"[449.9, 449.9, 487.3, 487.3, 508.21, 508.21, 467.91, 467.91, 530.84, 530.84, 555.4, 555.4, 582.15, 582.15, 1626.65]","[0.004824, 0.005603, 0.182317, 0.265013, 0.09141, 0.156584, 0.098897, 0.127912, 0.03754, 0.020387, 0.005444, 0.002848, 0.000596, 0.000328, 0.0001]"
"""37""","""541""","[""152"", ""542"", ""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""546"", ""156"", ""559"", ""562"", ""172""]",4.0,15,0.488,2860.0,1.396,0.05702221819450351,0.99995409,1.4,0.05702221819450351,"[484.59, 484.59, 465.3, 465.3, 505.41, 505.41, 527.94, 527.94, 552.4, 552.4, 579.05, 579.05, 1430.13, 1613.14, 1924.01]","[0.267655, 0.387845, 0.055776, 0.07133, 0.068685, 0.117451, 0.009838, 0.018235, 0.001827, 0.000944, 0.000143, 0.00008, 0.000015, 0.000113, 0.000018]"
"""37""","""151""","[""152"", ""542"", ""151"", ""541"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""546"", ""156"", ""559"", ""562"", ""172""]",4.0,15,0.488,2860.0,1.396,0.05702221819450351,0.99995409,1.4,0.05702221819450351,"[484.59, 484.59, 465.3, 465.3, 505.41, 505.41, 527.94, 527.94, 552.4, 552.4, 579.05, 579.05, 1430.13, 1613.14, 1924.01]","[0.267655, 0.387845, 0.055776, 0.07133, 0.068685, 0.117451, 0.009838, 0.018235, 0.001827, 0.000944, 0.000143, 0.00008, 0.000015, 0.000113, 0.000018]"
"""191""","""1""","[""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""2"", ""302"", ""5"", ""305"", ""6"", ""306"", ""7"", ""307"", ""324""]",4.0,15,0.486,2878.0,1.398,0.24633601933877383,0.99980292,1.4,0.24633601933877383,"[449.87, 449.91, 487.26, 487.31, 508.17, 508.23, 467.88, 467.93, 530.79, 530.85, 555.35, 555.42, 582.09, 582.17, 1626.42]","[0.002253, 0.008173, 0.11774, 0.329588, 0.074238, 0.173767, 0.054078, 0.172711, 0.018272, 0.039664, 0.002685, 0.005609, 0.000289, 0.000636, 0.000099]"
"""191""","""301""","[""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""2"", ""302"", ""5"", ""305"", ""6"", ""306"", ""7"", ""307"", ""324""]",4.0,15,0.486,2878.0,1.398,0.24633601933877383,0.99980292,1.4,0.24633601933877383,"[449.87, 449.91, 487.26, 487.31, 508.17, 508.23, 467.88, 467.93, 530.79, 530.85, 555.35, 555.42, 582.09, 582.17, 1626.42]","[0.002253, 0.008173, 0.11774, 0.329588, 0.074238, 0.173767, 0.054078, 0.172711, 0.018272, 0.039664, 0.002685, 0.005609, 0.000289, 0.000636, 0.000099]"
"""353""","""541""","[""152"", ""542"", ""1052"", ""151"", ""541"", ""1051"", ""153"", ""543"", ""1053"", ""154"", ""544"", ""1054"", ""545"", ""155"", ""1055""]",4.0,15,0.49,2859.0,1.4,0.5140823499469949,0.99958609,1.4,0.5140823499469949,"[484.53, 484.53, 484.62, 465.24, 465.24, 465.33, 505.35, 505.35, 505.45, 527.88, 527.88, 527.98, 552.33, 552.33, 552.45]","[0.194168, 0.026452, 0.434858, 0.035748, 0.004018, 0.087333, 0.058855, 0.00993, 0.117372, 0.009141, 0.001689, 0.017251, 0.000177, 0.000916, 0.001679]"
"""353""","""151""","[""152"", ""542"", ""1052"", ""151"", ""541"", ""1051"", ""153"", ""543"", ""1053"", ""154"", ""544"", ""1054"", ""545"", ""155"", ""1055""]",4.0,15,0.49,2859.0,1.4,0.5140823499469949,0.99958609,1.4,0.5140823499469949,"[484.53, 484.53, 484.62, 465.24, 465.24, 465.33, 505.35, 505.35, 505.45, 527.88, 527.88, 527.98, 552.33, 552.33, 552.45]","[0.194168, 0.026452, 0.434858, 0.035748, 0.004018, 0.087333, 0.058855, 0.00993, 0.117372, 0.009141, 0.001689, 0.017251, 0.000177, 0.000916, 0.001679]"
"""353""","""1051""","[""152"", ""542"", ""1052"", ""151"", ""541"", ""1051"", ""153"", ""543"", ""1053"", ""154"", ""544"", ""1054"", ""545"", ""155"", ""1055""]",4.0,15,0.49,2859.0,1.4,0.5140823499469949,0.99958609,1.4,0.5140823499469949,"[484.53, 484.53, 484.62, 465.24, 465.24, 465.33, 505.35, 505.35, 505.45, 527.88, 527.88, 527.98, 552.33, 552.33, 552.45]","[0.194168, 0.026452, 0.434858, 0.035748, 0.004018, 0.087333, 0.058855, 0.00993, 0.117372, 0.009141, 0.001689, 0.017251, 0.000177, 0.000916, 0.001679]"
"""593""","""1""","[""2"", ""302"", ""782"", ""1"", ""301"", ""781"", ""3"", ""303"", ""783"", ""4"", ""304"", ""784"", ""5"", ""785"", ""305""]",4.0,15,0.49,2859.0,1.4,0.5161311964427632,0.99958444,1.4,0.5161311964427632,"[484.56, 484.61, 484.61, 465.26, 465.32, 465.32, 505.37, 505.43, 505.43, 527.9, 527.97, 527.97, 552.36, 552.43, 552.43]","[0.241927, 0.064657, 0.348898, 0.048638, 0.014327, 0.064152, 0.065365, 0.015141, 0.105636, 0.009609, 0.002065, 0.016399, 0.000935, 0.001643, 0.000193]"
"""593""","""301""","[""2"", ""302"", ""782"", ""1"", ""301"", ""781"", ""3"", ""303"", ""783"", ""4"", ""304"", ""784"", ""5"", ""785"", ""305""]",4.0,15,0.49,2859.0,1.4,0.5161311964427632,0.99958444,1.4,0.5161311964427632,"[484.56, 484.61, 484.61, 465.26, 465.32, 465.32, 505.37, 505.43, 505.43, 527.9, 527.97, 527.97, 552.36, 552.43, 552.43]","[0.241927, 0.064657, 0.348898, 0.048638, 0.014327, 0.064152, 0.065365, 0.015141, 0.105636, 0.009609, 0.002065, 0.016399, 0.000935, 0.001643, 0.000193]"
"""593""","""781""","[""2"", ""302"", ""782"", ""1"", ""301"", ""781"", ""3"", ""303"", ""783"", ""4"", ""304"", ""784"", ""5"", ""785"", ""305""]",4.0,15,0.49,2859.0,1.4,0.5161311964427632,0.99958444,1.4,0.5161311964427632,"[484.56, 484.61, 484.61, 465.26, 465.32, 465.32, 505.37, 505.43, 505.43, 527.9, 527.97, 527.97, 552.36, 552.43, 552.43]","[0.241927, 0.064657, 0.348898, 0.048638, 0.014327, 0.064152, 0.065365, 0.015141, 0.105636, 0.009609, 0.002065, 0.016399, 0.000935, 0.001643, 0.000193]"
"""45""","""151""","[""153"", ""543"", ""154"", ""544"", ""152"", ""542"", ""546"", ""156"", ""545"", ""155"", ""547"", ""157"", ""548"", ""158"", ""549""]",4.0,15,0.482,2902.0,1.4,0.8555879576357188,0.99932134,1.4,0.8555879576357188,"[470.92, 470.92, 490.42, 490.42, 452.79, 452.79, 534.22, 534.22, 511.46, 511.46, 558.92, 558.92, 585.83, 585.83, 615.24]","[0.126779, 0.164766, 0.10781, 0.157577, 0.016074, 0.019513, 0.064752, 0.035079, 0.179277, 0.103963, 0.013407, 0.006964, 0.002009, 0.001115, 0.000236]"
"""45""","""541""","[""153"", ""543"", ""154"", ""544"", ""152"", ""542"", ""546"", ""156"", ""545"", ""155"", ""547"", ""157"", ""548"", ""158"", ""549""]",4.0,15,0.482,2902.0,1.4,0.8555879576357188,0.99932134,1.4,0.8555879576357188,"[470.92, 470.92, 490.42, 490.42, 452.79, 452.79, 534.22, 534.22, 511.46, 511.46, 558.92, 558.92, 585.83, 585.83, 615.24]","[0.126779, 0.164766, 0.10781, 0.157577, 0.016074, 0.019513, 0.064752, 0.035079, 0.179277, 0.103963, 0.013407, 0.006964, 0.002009, 0.001115, 0.000236]"
"""1112""","""301""","[""302"", ""782"", ""1322"", ""301"", ""781"", ""303"", ""783"", ""1321"", ""1323"", ""304"", ""784"", ""1324"", ""305"", ""1325"", ""1326""]",4.0,15,0.49,2859.0,1.401,0.44137871966892317,0.99964463,1.4,0.44137871966892317,"[484.52, 484.52, 484.64, 465.23, 465.23, 505.33, 505.33, 465.34, 505.47, 527.85, 527.85, 528.0, 552.31, 552.47, 579.12]","[0.233094, 0.008368, 0.413985, 0.042934, 0.001042, 0.070681, 0.00377, 0.083128, 0.111724, 0.01098, 0.000686, 0.016421, 0.0011, 0.001598, 0.000133]"
"""1112""","""781""","[""302"", ""782"", ""1322"", ""301"", ""781"", ""303"", ""783"", ""1321"", ""1323"", ""304"", ""784"", ""1324"", ""305"", ""1325"", ""1326""]",4.0,15,0.49,2859.0,1.401,0.44137871966892317,0.99964463,1.4,0.44137871966892317,"[484.52, 484.52, 484.64, 465.23, 465.23, 505.33, 505.33, 465.34, 505.47, 527.85, 527.85, 528.0, 552.31, 552.47, 579.12]","[0.233094, 0.008368, 0.413985, 0.042934, 0.001042, 0.070681, 0.00377, 0.083128, 0.111724, 0.01098, 0.000686, 0.016421, 0.0011, 0.001598, 0.000133]"
"""187""","""301""","[""2"", ""302"", ""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""5"", ""305"", ""6"", ""306"", ""319"", ""322"", ""325""]",4.0,15,0.49,2860.0,1.402,0.05956923924053448,0.99995204,1.4,0.05956923924053448,"[484.55, 484.61, 465.26, 465.31, 505.37, 505.43, 527.9, 527.96, 552.35, 552.42, 579.0, 579.07, 1429.96, 1612.91, 1924.08]","[0.172144, 0.483352, 0.030006, 0.097093, 0.055656, 0.130488, 0.008898, 0.019178, 0.000905, 0.001866, 0.000069, 0.000155, 0.000015, 0.000112, 0.000016]"
"""187""","""1""","[""2"", ""302"", ""1"", ""301"", ""3"", ""303"", ""4"", ""304"", ""5"", ""305"", ""6"", ""306"", ""319"", ""322"", ""325""]",4.0,15,0.49,2860.0,1.402,0.05956923924053448,0.99995204,1.4,0.05956923924053448,"[484.55, 484.61, 465.26, 465.31, 505.37, 505.43, 527.9, 527.96, 552.35, 552.42, 579.0, 579.07, 1429.96, 1612.91, 1924.08]","[0.172144, 0.483352, 0.030006, 0.097093, 0.055656, 0.130488, 0.008898, 0.019178, 0.000905, 0.001866, 0.000069, 0.000155, 0.000015, 0.000112, 0.000016]"
"""1922""","""1591""","[""1592"", ""1591"", ""2132"", ""2672"", ""1593"", ""2131"", ""2671"", ""2133"", ""2673"", ""1594"", ""2134"", ""2674"", ""1595"", ""2675"", ""2676""]",4.0,15,0.49,2859.0,1.402,0.4117772819012933,0.99966846,1.4,0.4117772819012933,"[484.51, 465.23, 484.68, 484.68, 505.33, 465.38, 465.38, 505.5, 505.5, 527.85, 528.04, 528.04, 552.3, 552.51, 579.17]","[0.322837, 0.064987, 0.015804, 0.316726, 0.087341, 0.003973, 0.058204, 0.002993, 0.095857, 0.012847, 0.000359, 0.014881, 0.00125, 0.001491, 0.000117]"
"""34""","""151""","[""151"", ""541"", ""152"", ""542"", ""153"", ""543"", ""154"", ""544"", ""545"", ""155"", ""546"", ""559"", ""172"", ""565"", ""566""]",4.0,15,0.493,2845.0,1.404,0.0033088834503010706,0.99999732,1.4,0.0033088834503010706,"[482.14, 482.14, 502.89, 502.89, 525.35, 525.35, 549.73, 549.73, 576.31, 576.31, 605.37, 1602.16, 2248.86, 2249.56, 2489.08]","[0.36344, 0.52388, 0.038013, 0.06476, 0.003189, 0.005936, 0.0002, 0.000394, 0.000022, 0.000012, 0.000001, 0.000125, 0.000018, 0.000002, 0.000005]"
