S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
6,10,"[12, 10, 13, 15, 18, 16]",4.0,6,19.629,1405.0,28.0,0.03484746379453687,0.99994291,28.0,0.03484746379453687,"[357.88, 356.64, 398.67, 400.16, 450.55, 448.75]","[0.303957, 0.562946, 0.082216, 0.04452, 0.002218, 0.004085]"
7,11,"[11, 14, 17, 20, 23]",21.5,5,16.807,3260.0,55.0,-3.143297558530923e-13,1.0,24.0,-1.3547825805014496e-13,"[356.96, 399.05, 449.2, 509.82, 584.38]","[0.866892, 0.126746, 0.006305, 0.000057, 0.0]"
6,12,"[12, 10, 13, 15, 18, 16]",61.0,6,19.629,5487.0,108.0,0.13605143397743216,0.99994291,28.0,0.03484746379453686,"[357.88, 356.64, 398.67, 400.16, 450.55, 448.75]","[0.303957, 0.562946, 0.082216, 0.04452, 0.002218, 0.004085]"
2,10,"[10, 12]",4.0,2,10833.063,13261.0,143657.0,0.0,1.0,143657.0,0.0,"[3349.82, 3463.02]","[0.376088, 0.623912]"
14,10,"[10, 12, 34]",4.0,3,14457.866,13267.0,191817.0,0.0,1.0,191817.0,0.0,"[3345.21, 3458.08, 3461.09]","[0.3326, 0.164267, 0.503134]"
36,10,"[12, 34, 60, 10, 62]",4.0,5,21662.12,13279.0,287661.0,0.0,1.0,287661.0,0.0,"[3460.51, 3463.52, 3460.75, 3347.48, 3759.63]","[0.005173, 0.090656, 0.587585, 0.316577, 0.000009]"
38,10,"[34, 62, 60, 10, 12]",4.0,5,21883.624,13292.0,290875.0,0.0,1.0,290875.0,0.0,"[3285.3, 3550.55, 3282.81, 3180.71, 3282.59]","[0.075535, 0.559491, 0.002063, 0.000026, 0.362885]"
13,1,"[1, 35, 33, 11]",18.9,4,18027.249,28871.0,520461.0,1.3920461083515587e-12,1.0,239127.0,6.395781446608164e-13,"[3417.6, 3623.15, 3420.04, 3422.43]","[0.108906, 0.000047, 0.581631, 0.309416]"
15,1,"[11, 35, 1, 33]",18.9,4,18132.991,28887.0,523807.0,0.0,1.0,240664.0,0.0,"[3316.63, 3504.79, 3312.09, 3314.39]","[0.187259, 0.581598, 0.219786, 0.011357]"
13,33,"[1, 35, 33, 11]",20.3,4,18027.249,29850.0,538107.0,1.4392410958320211e-12,1.0,239127.0,6.395781446608165e-13,"[3417.6, 3623.15, 3420.04, 3422.43]","[0.108906, 0.000047, 0.581631, 0.309416]"
15,33,"[11, 35, 1, 33]",20.3,4,18132.991,29866.0,541566.0,0.0,1.0,240664.0,0.0,"[3316.63, 3504.79, 3312.09, 3314.39]","[0.187259, 0.581598, 0.219786, 0.011357]"
37,33,"[61, 11, 33, 35]",20.3,4,18136.641,29894.0,542179.0,0.0,1.0,240937.0,0.0,"[3504.28, 3313.88, 3311.63, 3501.71]","[0.540508, 0.293244, 0.104289, 0.061958]"
