S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
6,10,"[12, 10, 13, 15, 18, 16, 19, 21, 22, 24]",4.0,10,30.844,1405.0,43.0,2.0328336643292298e-13,1.0,43.0,2.0328336643292298e-13,"[357.88, 356.64, 398.67, 400.16, 450.55, 448.75, 509.28, 511.49, 583.71, 586.48]","[0.303957, 0.562946, 0.082216, 0.04452, 0.002218, 0.004085, 0.000037, 0.00002, 0.0, 0.0]"
28,10,"[34, 12, 10, 15, 37, 13, 16, 40, 18, 21, 43]",4.0,11,33.741,1406.0,47.0,0.005416968779142846,0.99999113,47.0,0.005416968779142846,"[357.36, 357.32, 356.08, 399.46, 399.5, 397.98, 447.87, 449.72, 449.67, 510.35, 510.42]","[0.400337, 0.338126, 0.128155, 0.049828, 0.058236, 0.018931, 0.00095, 0.002882, 0.002496, 0.000023, 0.000026]"
26,10,"[12, 10, 34, 37, 15, 13, 40, 18, 16, 19, 21]",4.0,11,33.971,1409.0,48.0,0.0012985771025860228,0.99999788,48.0,0.0012985771025860228,"[358.62, 357.37, 358.65, 401.12, 401.08, 399.58, 451.77, 451.72, 449.91, 510.77, 512.99]","[0.372819, 0.461212, 0.032711, 0.004752, 0.054383, 0.067751, 0.000235, 0.002697, 0.003383, 0.000031, 0.000024]"
7,11,"[11, 14, 17, 20, 23]",21.5,5,16.807,3260.0,55.0,-3.143297558530923e-13,1.0,24.0,-1.3547825805014496e-13,"[356.96, 399.05, 449.2, 509.82, 584.38]","[0.866892, 0.126746, 0.006305, 0.000057, 0.0]"
27,1,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 17, 39]",18.9,11,33.777,3060.0,103.0,0.5871607084684347,0.99955832,47.0,0.26977206738121295,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.68, 448.64]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.002935, 0.001039]"
27,33,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 17, 39]",20.3,11,33.777,3164.0,107.0,0.607067407046115,0.99955832,47.0,0.269772067381213,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.68, 448.64]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.002935, 0.001039]"
53,33,"[61, 33, 11, 35, 14, 36, 64, 38, 39, 67, 41]",20.3,11,33.973,3166.0,108.0,0.606994553130455,0.99955865,48.0,0.2697396921437743,"[357.76, 355.65, 355.67, 357.73, 397.44, 397.41, 399.93, 399.9, 447.13, 450.18, 450.14]","[0.269313, 0.056374, 0.049409, 0.490972, 0.007467, 0.008387, 0.039094, 0.07255, 0.000423, 0.001929, 0.00364]"
51,33,"[33, 35, 61, 11, 38, 14, 64, 36, 39, 17, 41]",20.3,11,34.135,3171.0,108.0,0.9975780358689451,0.9992759,48.0,0.443309401866821,"[357.14, 359.25, 359.27, 357.17, 401.79, 399.31, 401.83, 399.28, 449.49, 449.53, 452.54]","[0.391948, 0.283655, 0.094025, 0.096588, 0.041459, 0.014357, 0.013569, 0.057982, 0.002912, 0.000725, 0.002058]"
48,33,"[61, 33, 11, 35, 64, 14, 38, 36, 67, 17, 39]",20.3,11,34.309,3180.0,109.0,0.35195761088306876,0.99974521,48.0,0.15640492508151632,"[361.05, 358.9, 358.92, 361.02, 404.05, 401.5, 404.01, 401.47, 455.4, 452.32, 452.27]","[0.03999, 0.336815, 0.462073, 0.027955, 0.005658, 0.068035, 0.004027, 0.049086, 0.000273, 0.003403, 0.002431]"
27,11,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 17, 39]",21.5,11,33.777,3262.0,110.0,0.6259114140996286,0.99955832,47.0,0.269772067381213,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.68, 448.64]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.002935, 0.001039]"
53,11,"[61, 33, 11, 35, 14, 36, 64, 38, 39, 67, 41]",21.5,11,33.973,3264.0,111.0,0.6258362987222519,0.99955865,48.0,0.2697396921437743,"[357.76, 355.65, 355.67, 357.73, 397.44, 397.41, 399.93, 399.9, 447.13, 450.18, 450.14]","[0.269313, 0.056374, 0.049409, 0.490972, 0.007467, 0.008387, 0.039094, 0.07255, 0.000423, 0.001929, 0.00364]"
51,11,"[33, 35, 61, 11, 38, 14, 64, 36, 39, 17, 41]",21.5,11,34.135,3270.0,112.0,1.0285439011520352,0.9992759,48.0,0.4433094018668211,"[357.14, 359.25, 359.27, 357.17, 401.79, 399.31, 401.83, 399.28, 449.49, 449.53, 452.54]","[0.391948, 0.283655, 0.094025, 0.096588, 0.041459, 0.014357, 0.013569, 0.057982, 0.002912, 0.000725, 0.002058]"
48,11,"[61, 33, 11, 35, 64, 14, 38, 36, 67, 17, 39]",21.5,11,34.309,3279.0,113.0,0.3628827431254502,0.99974521,48.0,0.15640492508151635,"[361.05, 358.9, 358.92, 361.02, 404.05, 401.5, 404.01, 401.47, 455.4, 452.32, 452.27]","[0.03999, 0.336815, 0.462073, 0.027955, 0.005658, 0.068035, 0.004027, 0.049086, 0.000273, 0.003403, 0.002431]"
6,12,"[12, 10, 13, 15, 18, 16, 19, 21, 22, 24]",61.0,10,30.844,5487.0,169.0,7.936587199007244e-13,1.0,43.0,2.0328336643292298e-13,"[357.88, 356.64, 398.67, 400.16, 450.55, 448.75, 509.28, 511.49, 583.71, 586.48]","[0.303957, 0.562946, 0.082216, 0.04452, 0.002218, 0.004085, 0.000037, 0.00002, 0.0, 0.0]"
28,12,"[34, 12, 10, 15, 37, 13, 16, 40, 18, 21, 43]",61.0,11,33.741,5488.0,185.0,0.02114892419599568,0.99999113,47.0,0.005416968779142846,"[357.36, 357.32, 356.08, 399.46, 399.5, 397.98, 447.87, 449.72, 449.67, 510.35, 510.42]","[0.400337, 0.338126, 0.128155, 0.049828, 0.058236, 0.018931, 0.00095, 0.002882, 0.002496, 0.000023, 0.000026]"
26,12,"[12, 10, 34, 37, 15, 13, 40, 18, 16, 19, 21]",61.0,11,33.971,5501.0,187.0,0.005069903450614534,0.99999788,48.0,0.0012985771025860234,"[358.62, 357.37, 358.65, 401.12, 401.08, 399.58, 451.77, 451.72, 449.91, 510.77, 512.99]","[0.372819, 0.461212, 0.032711, 0.004752, 0.054383, 0.067751, 0.000235, 0.002697, 0.003383, 0.000031, 0.000024]"
28,34,"[34, 12, 10, 15, 37, 13, 16, 40, 18, 21, 43]",62.5,11,33.741,5558.0,188.0,0.021419550122628545,0.99999113,47.0,0.005416968779142846,"[357.36, 357.32, 356.08, 399.46, 399.5, 397.98, 447.87, 449.72, 449.67, 510.35, 510.42]","[0.400337, 0.338126, 0.128155, 0.049828, 0.058236, 0.018931, 0.00095, 0.002882, 0.002496, 0.000023, 0.000026]"
26,34,"[12, 10, 34, 37, 15, 13, 40, 18, 16, 19, 21]",62.5,11,33.971,5571.0,189.0,0.0051347789642125965,0.99999788,48.0,0.0012985771025860232,"[358.62, 357.37, 358.65, 401.12, 401.08, 399.58, 451.77, 451.72, 449.91, 510.77, 512.99]","[0.372819, 0.461212, 0.032711, 0.004752, 0.054383, 0.067751, 0.000235, 0.002697, 0.003383, 0.000031, 0.000024]"
78,60,"[60, 88, 62, 34, 37, 63, 91, 65, 66, 40, 68]",61.1,11,34.396,5511.0,190.0,2.764502675873287,0.99884555,48.0,0.7073468878735534,"[357.0, 359.97, 359.95, 357.03, 399.09, 399.05, 402.61, 402.58, 449.15, 449.19, 453.42]","[0.315055, 0.155453, 0.218005, 0.176905, 0.026685, 0.047029, 0.022383, 0.031995, 0.002379, 0.001364, 0.001593]"
75,60,"[34, 88, 62, 60, 37, 65, 63, 91, 66, 40, 94]",61.1,11,34.549,5525.0,191.0,0.4956525225485945,0.99979346,49.0,0.12682146136128192,"[358.92, 361.9, 361.87, 358.89, 401.45, 404.99, 401.42, 405.02, 452.15, 452.19, 456.51]","[0.308718, 0.049686, 0.02086, 0.486695, 0.046062, 0.00301, 0.071519, 0.007012, 0.003565, 0.00233, 0.000337]"
78,34,"[60, 88, 62, 34, 37, 63, 91, 65, 66, 40, 68]",62.5,11,34.396,5575.0,192.0,2.796961314827869,0.99884555,48.0,0.7073468878735535,"[357.0, 359.97, 359.95, 357.03, 399.09, 399.05, 402.61, 402.58, 449.15, 449.19, 453.42]","[0.315055, 0.155453, 0.218005, 0.176905, 0.026685, 0.047029, 0.022383, 0.031995, 0.002379, 0.001364, 0.001593]"
75,34,"[34, 88, 62, 60, 37, 65, 63, 91, 66, 40, 94]",62.5,11,34.549,5590.0,193.0,0.5014720887283417,0.99979346,49.0,0.12682146136128195,"[358.92, 361.9, 361.87, 358.89, 401.45, 404.99, 401.42, 405.02, 452.15, 452.19, 456.51]","[0.308718, 0.049686, 0.02086, 0.486695, 0.046062, 0.00301, 0.071519, 0.007012, 0.003565, 0.00233, 0.000337]"
27,35,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 17, 39]",122.7,11,33.777,7787.0,263.0,1.4939879575430295,0.99955832,47.0,0.269772067381213,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.68, 448.64]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.002935, 0.001039]"
53,35,"[61, 33, 11, 35, 14, 36, 64, 38, 39, 67, 41]",122.7,11,33.973,7792.0,265.0,1.4938086646483815,0.99955865,48.0,0.26973969214377436,"[357.76, 355.65, 355.67, 357.73, 397.44, 397.41, 399.93, 399.9, 447.13, 450.18, 450.14]","[0.269313, 0.056374, 0.049409, 0.490972, 0.007467, 0.008387, 0.039094, 0.07255, 0.000423, 0.001929, 0.00364]"
53,61,"[61, 33, 11, 35, 14, 36, 64, 38, 39, 67, 41]",124.0,11,33.973,7833.0,266.0,1.5017447995706754,0.99955865,48.0,0.2697396921437743,"[357.76, 355.65, 355.67, 357.73, 397.44, 397.41, 399.93, 399.9, 447.13, 450.18, 450.14]","[0.269313, 0.056374, 0.049409, 0.490972, 0.007467, 0.008387, 0.039094, 0.07255, 0.000423, 0.001929, 0.00364]"
51,35,"[33, 35, 61, 11, 38, 14, 64, 36, 39, 17, 41]",122.7,11,34.135,7804.0,266.0,2.4550314429653093,0.9992759,48.0,0.443309401866821,"[357.14, 359.25, 359.27, 357.17, 401.79, 399.31, 401.83, 399.28, 449.49, 449.53, 452.54]","[0.391948, 0.283655, 0.094025, 0.096588, 0.041459, 0.014357, 0.013569, 0.057982, 0.002912, 0.000725, 0.002058]"
51,61,"[33, 35, 61, 11, 38, 14, 64, 36, 39, 17, 41]",124.0,11,34.135,7845.0,268.0,2.4680742517472716,0.9992759,48.0,0.4433094018668211,"[357.14, 359.25, 359.27, 357.17, 401.79, 399.31, 401.83, 399.28, 449.49, 449.53, 452.54]","[0.391948, 0.283655, 0.094025, 0.096588, 0.041459, 0.014357, 0.013569, 0.057982, 0.002912, 0.000725, 0.002058]"
48,35,"[61, 33, 11, 35, 64, 14, 38, 36, 67, 17, 39]",122.7,11,34.309,7827.0,269.0,0.8661648214379876,0.99974521,48.0,0.15640492508151632,"[361.05, 358.9, 358.92, 361.02, 404.05, 401.5, 404.01, 401.47, 455.4, 452.32, 452.27]","[0.03999, 0.336815, 0.462073, 0.027955, 0.005658, 0.068035, 0.004027, 0.049086, 0.000273, 0.003403, 0.002431]"
48,61,"[61, 33, 11, 35, 64, 14, 38, 36, 67, 17, 39]",124.0,11,34.309,7868.0,270.0,0.8707664823136757,0.99974521,48.0,0.1564049250815163,"[361.05, 358.9, 358.92, 361.02, 404.05, 401.5, 404.01, 401.47, 455.4, 452.32, 452.27]","[0.03999, 0.336815, 0.462073, 0.027955, 0.005658, 0.068035, 0.004027, 0.049086, 0.000273, 0.003403, 0.002431]"
