S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
6,10,"[12, 10, 13, 15, 18, 16, 19, 21, 22, 24]",4.0,10,30.844,1405.0,43.0,2.0328336643292298e-13,1.0,43.0,2.0328336643292298e-13,"[357.88, 356.64, 398.67, 400.16, 450.55, 448.75, 509.28, 511.49, 583.71, 586.48]","[0.303957, 0.562946, 0.082216, 0.04452, 0.002218, 0.004085, 0.000037, 0.00002, 0.0, 0.0]"
7,11,"[11, 14, 17, 20, 23]",21.5,5,16.807,3260.0,55.0,-3.143297558530923e-13,1.0,24.0,-1.3547825805014496e-13,"[356.96, 399.05, 449.2, 509.82, 584.38]","[0.866892, 0.126746, 0.006305, 0.000057, 0.0]"
28,10,"[34, 12, 10, 15, 37, 13, 16, 40, 18, 21, 43, 19, 24]",4.0,13,39.363,1406.0,55.0,0.000009678673865094114,0.99999998,55.0,0.000009678673865094114,"[357.36, 357.32, 356.08, 399.46, 399.5, 397.98, 447.87, 449.72, 449.67, 510.35, 510.42, 508.15, 584.98]","[0.400337, 0.338126, 0.128155, 0.049828, 0.058236, 0.018931, 0.00095, 0.002882, 0.002496, 0.000023, 0.000026, 0.000009, 0.0]"
52,10,"[62, 12, 60, 10, 34, 37, 15, 63, 65, 13, 18, 40, 68]",4.0,13,39.677,1407.0,56.0,0.30221861698139174,0.99950568,56.0,0.30221861698139174,"[359.52, 356.57, 356.57, 355.33, 356.6, 398.56, 398.52, 398.52, 402.04, 397.04, 448.47, 448.52, 452.73]","[0.303399, 0.196849, 0.056163, 0.004105, 0.305552, 0.045382, 0.02947, 0.008173, 0.043855, 0.000617, 0.001497, 0.002288, 0.002155]"
50,10,"[62, 10, 12, 34, 60, 15, 37, 63, 13, 65, 40, 18, 66]",4.0,13,39.82,1409.0,56.0,0.7847695843178892,0.99871835,56.0,0.7847695843178892,"[360.96, 356.75, 357.99, 358.02, 358.0, 400.3, 400.34, 400.3, 398.81, 403.85, 450.78, 450.73, 450.73]","[0.059946, 0.104887, 0.281265, 0.185509, 0.234604, 0.041773, 0.027314, 0.033916, 0.015825, 0.00854, 0.001366, 0.002106, 0.001667]"
27,1,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 3, 17, 39, 20]",18.9,13,39.406,3061.0,121.0,0.04044902993042671,0.99996957,55.0,0.018584381193283466,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.6, 448.68, 448.64, 509.15]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.000384, 0.002935, 0.001039, 0.000027]"
27,33,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 3, 17, 39, 20]",20.3,13,39.406,3164.0,125.0,0.04182038641762233,0.99996957,55.0,0.018584381193283463,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.6, 448.68, 448.64, 509.15]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.000384, 0.002935, 0.001039, 0.000027]"
51,33,"[33, 35, 61, 11, 38, 14, 64, 36, 39, 17, 67, 41, 42]",20.3,13,39.823,3172.0,126.0,0.04314945124569109,0.99996867,56.0,0.019174998581386014,"[357.14, 359.25, 359.27, 357.17, 401.79, 399.31, 401.83, 399.28, 449.49, 449.53, 452.58, 452.54, 510.2]","[0.391948, 0.283655, 0.094025, 0.096588, 0.041459, 0.014357, 0.013569, 0.057982, 0.002912, 0.000725, 0.000666, 0.002058, 0.000027]"
79,33,"[35, 89, 87, 61, 33, 64, 38, 90, 36, 92, 41, 67, 95]",20.3,13,40.057,3171.0,127.0,0.36161158318021597,0.99973746,56.0,0.16069501220333163,"[356.58, 360.37, 356.57, 356.61, 354.51, 398.49, 398.46, 398.45, 395.99, 402.98, 448.32, 448.36, 453.79]","[0.277777, 0.328246, 0.025338, 0.231405, 0.002455, 0.03467, 0.042158, 0.003694, 0.000375, 0.04737, 0.002167, 0.00176, 0.002321]"
77,33,"[87, 61, 35, 33, 89, 36, 90, 64, 38, 92, 93, 41, 67]",20.3,13,40.127,3173.0,127.0,1.549886157604465,0.9988759,57.0,0.6887472265674106,"[358.28, 358.31, 358.28, 356.19, 362.11, 398.09, 400.58, 400.62, 400.59, 405.16, 451.0, 451.01, 451.05]","[0.199885, 0.328968, 0.196008, 0.0931, 0.047454, 0.014268, 0.028931, 0.048706, 0.029455, 0.006733, 0.001421, 0.0015, 0.002445]"
27,11,"[35, 33, 1, 11, 38, 36, 2, 14, 41, 3, 17, 39, 20]",21.5,13,39.406,3263.0,129.0,0.04311853493867196,0.99996957,55.0,0.018584381193283466,"[358.7, 356.6, 356.58, 356.63, 401.11, 398.6, 398.57, 398.64, 451.67, 448.6, 448.68, 448.64, 509.15]","[0.274505, 0.144057, 0.051839, 0.396226, 0.039862, 0.020974, 0.007654, 0.0585, 0.001969, 0.000384, 0.002935, 0.001039, 0.000027]"
51,11,"[33, 35, 61, 11, 38, 14, 64, 36, 39, 17, 67, 41, 42]",21.5,13,39.823,3270.0,130.0,0.04448885532865034,0.99996867,56.0,0.019174998581386014,"[357.14, 359.25, 359.27, 357.17, 401.79, 399.31, 401.83, 399.28, 449.49, 449.53, 452.58, 452.54, 510.2]","[0.391948, 0.283655, 0.094025, 0.096588, 0.041459, 0.014357, 0.013569, 0.057982, 0.002912, 0.000725, 0.000666, 0.002058, 0.000027]"
6,12,"[12, 10, 13, 15, 18, 16, 19, 21, 22, 24]",61.0,10,30.844,5487.0,169.0,7.936587199007244e-13,1.0,43.0,2.0328336643292298e-13,"[357.88, 356.64, 398.67, 400.16, 450.55, 448.75, 509.28, 511.49, 583.71, 586.48]","[0.303957, 0.562946, 0.082216, 0.04452, 0.002218, 0.004085, 0.000037, 0.00002, 0.0, 0.0]"
28,12,"[34, 12, 10, 15, 37, 13, 16, 40, 18, 21, 43, 19, 24]",61.0,13,39.363,5488.0,216.0,0.000037787469013810654,0.99999998,55.0,0.000009678673865094116,"[357.36, 357.32, 356.08, 399.46, 399.5, 397.98, 447.87, 449.72, 449.67, 510.35, 510.42, 508.15, 584.98]","[0.400337, 0.338126, 0.128155, 0.049828, 0.058236, 0.018931, 0.00095, 0.002882, 0.002496, 0.000023, 0.000026, 0.000009, 0.0]"
52,12,"[62, 12, 60, 10, 34, 37, 15, 63, 65, 13, 18, 40, 68]",61.0,13,39.677,5495.0,218.0,1.1799216280824647,0.99950568,56.0,0.30221861698139174,"[359.52, 356.57, 356.57, 355.33, 356.6, 398.56, 398.52, 398.52, 402.04, 397.04, 448.47, 448.52, 452.73]","[0.303399, 0.196849, 0.056163, 0.004105, 0.305552, 0.045382, 0.02947, 0.008173, 0.043855, 0.000617, 0.001497, 0.002288, 0.002155]"
52,60,"[62, 12, 60, 10, 34, 37, 15, 63, 65, 13, 18, 40, 68]",61.1,13,39.677,5501.0,218.0,1.1811519774342094,0.99950568,56.0,0.30221861698139174,"[359.52, 356.57, 356.57, 355.33, 356.6, 398.56, 398.52, 398.52, 402.04, 397.04, 448.47, 448.52, 452.73]","[0.303399, 0.196849, 0.056163, 0.004105, 0.305552, 0.045382, 0.02947, 0.008173, 0.043855, 0.000617, 0.001497, 0.002288, 0.002155]"
