S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
728,428,"[428, 429, 430, 431, 434]",6.8,5,63.714,5570.0,355.0,0.025747705192095134,0.99998936,272.0,0.01975448849531098,"[1015.11, 1246.3, 1606.51, 2244.74, 3682.73]","[0.806678, 0.005408, 0.142395, 0.043026, 0.002482]"
734,428,"[428, 429, 430, 431, 433, 434, 437]",6.8,7,71.615,4983.0,357.0,0.02620766131198648,0.99998789,274.0,0.020107381998283467,"[876.36, 1043.46, 1284.61, 1662.62, 1939.28, 2339.1, 3894.81]","[0.547186, 0.319937, 0.057821, 0.039071, 0.0, 0.03317, 0.002803]"
722,428,"[428, 429, 430, 431]",6.8,4,65.67,6643.0,436.0,0.01628078878982446,0.99999436,335.0,0.012491158044714453,"[1209.6, 1552.84, 2154.83, 3483.23]","[0.678616, 0.28349, 0.036492, 0.001397]"
1509,1196,"[1196, 1197, 1198, 1199, 1202, 1205, 1209]",22.6,7,62.282,8393.0,523.0,0.173534074743448,0.99995239,220.0,0.07296159659472436,"[772.63, 899.63, 1073.33, 1324.99, 1721.75, 2438.61, 4119.95]","[0.284473, 0.537034, 0.045119, 0.107211, 0.003257, 0.020335, 0.002524]"
1496,1196,"[1196, 1197, 1198, 1199, 1202]",22.6,5,63.792,10167.0,649.0,0.046739101394386015,0.99998941,273.0,0.019651238329870802,"[1015.43, 1246.74, 1607.17, 2245.91, 3685.5]","[0.806765, 0.005401, 0.142348, 0.042997, 0.002478]"
1502,1196,"[1205, 1196, 1197, 1198, 1199, 1201, 1202]",22.6,7,71.693,9095.0,652.0,0.047565169283703614,0.99998796,274.0,0.019998554741298077,"[3897.84, 876.61, 1043.79, 1285.08, 1663.32, 1941.09, 2340.35]","[0.002797, 0.547278, 0.319894, 0.057829, 0.039047, 0.0, 0.033142]"
2277,1964,"[1964, 1965, 1966, 1967, 1970, 1973, 1977]",47.5,7,62.385,12168.0,759.0,0.19302902028048705,0.99996347,220.0,0.056003639088395174,"[772.97, 900.06, 1073.88, 1325.76, 1722.93, 2440.7, 4125.11]","[0.28457, 0.53705, 0.045079, 0.107185, 0.00325, 0.020302, 0.002527]"
1490,1196,"[1196, 1197, 1198, 1199]",22.6,4,65.75,12126.0,797.0,0.029578755195649436,0.99999438,335.0,0.01243625038799801,"[1210.02, 1553.47, 2155.92, 3485.74]","[0.678653, 0.28347, 0.036475, 0.001395]"
2264,1964,"[1964, 1965, 1966, 1967, 1970]",47.5,5,63.906,14740.0,942.0,0.06717986549367766,0.99998951,273.0,0.019490939422724625,"[1015.93, 1247.43, 1608.22, 2247.74, 3689.85]","[0.806898, 0.00539, 0.142278, 0.042952, 0.002472]"
2270,1964,"[1973, 1964, 1965, 1966, 1967, 1969, 1970]",47.5,7,71.817,13185.0,947.0,0.06830562417843457,0.99998807,275.0,0.01981755654480368,"[3902.62, 877.01, 1044.32, 1285.81, 1664.43, 1942.65, 2342.31]","[0.002789, 0.547414, 0.319836, 0.057843, 0.039009, 0.0, 0.033097]"
3045,2732,"[2732, 2733, 2734, 2735, 2738, 2741, 2745]",81.5,7,62.527,15940.0,997.0,0.2477390370851995,0.99996421,221.0,0.05489767201962351,"[773.42, 900.63, 1074.63, 1326.81, 1724.53, 2443.56, 4132.2]","[0.284704, 0.537067, 0.045023, 0.107154, 0.003242, 0.020258, 0.002516]"
2258,1964,"[1964, 1965, 1966, 1967]",47.5,4,65.885,17582.0,1158.0,0.04256958907215892,0.99999442,336.0,0.012350743422280526,"[1210.67, 1554.45, 2157.62, 3489.7]","[0.67872, 0.283431, 0.036451, 0.001392]"
3813,3500,"[3500, 3501, 3502, 3503, 3506, 3509, 3513]",124.4,7,62.705,19714.0,1236.0,0.3384428780032067,0.99996047,222.0,0.060681567104526844,"[774.0, 901.36, 1075.59, 1328.14, 1726.56, 2447.19, 4141.2]","[0.284877, 0.537092, 0.044952, 0.107108, 0.003231, 0.020203, 0.002498]"
