S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
25,102,"[102, 344, 103, 345, 104, 346, 355, 111, 352, 109, 353, 349, 107, 350]",4.0,14,0.946,1516.0,1.0,0.5026854292947346,0.99923676,1.0,0.5026854292947346,"[387.69, 387.69, 421.02, 421.02, 460.07, 460.07, 760.24, 763.2, 670.43, 672.73, 672.97, 598.68, 600.51, 600.7]","[0.305659, 0.612015, 0.024243, 0.04853, 0.00143, 0.002864, 0.000444, 0.000283, 0.000914, 0.000583, 0.000224, 0.001087, 0.000696, 0.000265]"
25,344,"[102, 344, 103, 345, 104, 346, 355, 111, 352, 109, 353, 349, 107, 350]",4.0,14,0.946,1516.0,1.0,0.5026854292947346,0.99923676,1.0,0.5026854292947346,"[387.69, 387.69, 421.02, 421.02, 460.07, 460.07, 760.24, 763.2, 670.43, 672.73, 672.97, 598.68, 600.51, 600.7]","[0.305659, 0.612015, 0.024243, 0.04853, 0.00143, 0.002864, 0.000444, 0.000283, 0.000914, 0.000583, 0.000224, 0.001087, 0.000696, 0.000265]"
126,1,"[1, 203, 2, 204, 3, 205, 214, 10, 211, 8, 212, 208, 6, 209]",4.0,14,0.946,1516.0,1.0,0.5416159922427319,0.99917765,1.0,0.5416159922427319,"[387.57, 387.74, 420.89, 421.09, 459.91, 460.15, 760.02, 762.97, 670.25, 672.55, 672.79, 598.54, 600.37, 600.56]","[0.306282, 0.61139, 0.024243, 0.048531, 0.001429, 0.002866, 0.000395, 0.000273, 0.000811, 0.000561, 0.000349, 0.000964, 0.000665, 0.000418]"
126,203,"[1, 203, 2, 204, 3, 205, 214, 10, 211, 8, 212, 208, 6, 209]",7.1,14,0.946,2018.0,2.0,0.7208453293879904,0.99917765,1.0,0.5416159922427319,"[387.57, 387.74, 420.89, 421.09, 459.91, 460.15, 760.02, 762.97, 670.25, 672.55, 672.79, 598.54, 600.37, 600.56]","[0.306282, 0.61139, 0.024243, 0.048531, 0.001429, 0.002866, 0.000395, 0.000273, 0.000811, 0.000561, 0.000349, 0.000964, 0.000665, 0.000418]"
6,102,"[105, 347, 104, 346, 103, 345, 102, 344]",4.0,8,96.618,4516.0,436.0,0.004287480406955616,0.99999781,436.0,0.004287480406955616,"[3232.68, 3232.69, 1967.28, 1967.28, 1408.6, 1408.6, 1093.89, 1093.9]","[0.000414, 0.000215, 0.014094, 0.007226, 0.150445, 0.076688, 0.497916, 0.253]"
6,344,"[105, 347, 104, 346, 103, 345, 102, 344]",4.0,8,96.618,4516.0,436.0,0.004287480406955616,0.99999781,436.0,0.004287480406955616,"[3232.68, 3232.69, 1967.28, 1967.28, 1408.6, 1408.6, 1093.89, 1093.9]","[0.000414, 0.000215, 0.014094, 0.007226, 0.150445, 0.076688, 0.497916, 0.253]"
107,1,"[4, 206, 3, 205, 2, 204, 1, 203]",4.0,8,96.616,4516.0,436.0,0.004291830494952492,0.99999781,436.0,0.004291830494952492,"[3228.83, 3240.37, 1965.82, 1970.15, 1407.85, 1410.08, 1093.44, 1094.8]","[0.000426, 0.000202, 0.014372, 0.006949, 0.152685, 0.074443, 0.504056, 0.246864]"
8,102,"[103, 345, 106, 348, 102, 344, 349, 105, 347, 104, 346]",4.0,11,113.481,3946.0,448.0,0.1454291551982152,0.99991513,448.0,0.1454291551982152,"[1125.25, 1125.25, 3427.38, 3427.38, 914.97, 914.97, 5438.45, 2048.73, 2048.73, 1455.43, 1455.43]","[0.049127, 0.024935, 0.000958, 0.000498, 0.47101, 0.238999, 0.0, 0.022452, 0.011516, 0.119504, 0.060915]"
8,344,"[103, 345, 106, 348, 102, 344, 349, 105, 347, 104, 346]",4.0,11,113.481,3946.0,448.0,0.1454291551982152,0.99991513,448.0,0.1454291551982152,"[1125.25, 1125.25, 3427.38, 3427.38, 914.97, 914.97, 5438.45, 2048.73, 2048.73, 1455.43, 1455.43]","[0.049127, 0.024935, 0.000958, 0.000498, 0.47101, 0.238999, 0.0, 0.022452, 0.011516, 0.119504, 0.060915]"
109,1,"[2, 204, 5, 207, 1, 203, 208, 4, 206, 3, 205]",4.0,11,113.478,3946.0,448.0,0.14546205497551157,0.99991511,448.0,0.14546205497551157,"[1124.77, 1126.2, 3423.11, 3435.95, 914.65, 915.6, 5438.43, 2047.19, 2051.82, 1454.63, 1457.0]","[0.049648, 0.024413, 0.000988, 0.000469, 0.476504, 0.2335, 0.0, 0.022899, 0.011071, 0.121261, 0.059163]"
