S1_id,S0_id,s2_id_list,T_init,num_decays,inv_R_us,n_cool,t_cool_ms,n_cool/n10,closure,t_cool_ms_4K,n_cool_n10_ratio_4K,lambda_list_nm,BR_list
25,102,"[102, 344, 103, 345, 358, 104, 346, 355, 111, 352, 109, 353, 349, 107, 350]",4.0,15,1.009,1516.0,2.0,0.3969804407620781,0.99939726,2.0,0.3969804407620781,"[387.69, 387.69, 421.02, 421.02, 875.88, 460.07, 460.07, 760.24, 763.2, 670.43, 672.73, 672.97, 598.68, 600.51, 600.7]","[0.305659, 0.612015, 0.024243, 0.04853, 0.00016, 0.00143, 0.002864, 0.000444, 0.000283, 0.000914, 0.000583, 0.000224, 0.001087, 0.000696, 0.000265]"
25,344,"[102, 344, 103, 345, 358, 104, 346, 355, 111, 352, 109, 353, 349, 107, 350]",4.0,15,1.009,1516.0,2.0,0.3969804407620781,0.99939726,2.0,0.3969804407620781,"[387.69, 387.69, 421.02, 421.02, 875.88, 460.07, 460.07, 760.24, 763.2, 670.43, 672.73, 672.97, 598.68, 600.51, 600.7]","[0.305659, 0.612015, 0.024243, 0.04853, 0.00016, 0.00143, 0.002864, 0.000444, 0.000283, 0.000914, 0.000583, 0.000224, 0.001087, 0.000696, 0.000265]"
126,1,"[1, 203, 2, 204, 3, 205, 214, 10, 215, 211, 8, 212, 208, 6, 209]",4.0,15,1.009,1516.0,2.0,0.43062965427177696,0.99934616,2.0,0.43062965427177696,"[387.57, 387.74, 420.89, 421.09, 459.91, 460.15, 760.02, 762.97, 763.28, 670.25, 672.55, 672.79, 598.54, 600.37, 600.56]","[0.306282, 0.61139, 0.024243, 0.048531, 0.001429, 0.002866, 0.000395, 0.000273, 0.000169, 0.000811, 0.000561, 0.000349, 0.000964, 0.000665, 0.000418]"
126,203,"[1, 203, 2, 204, 3, 205, 214, 10, 215, 211, 8, 212, 208, 6, 209]",7.1,15,1.009,2018.0,2.0,0.5731318488074814,0.99934616,2.0,0.43062965427177696,"[387.57, 387.74, 420.89, 421.09, 459.91, 460.15, 760.02, 762.97, 763.28, 670.25, 672.55, 672.79, 598.54, 600.37, 600.56]","[0.306282, 0.61139, 0.024243, 0.048531, 0.001429, 0.002866, 0.000395, 0.000273, 0.000169, 0.000811, 0.000561, 0.000349, 0.000964, 0.000665, 0.000418]"
30,102,"[104, 346, 358, 106, 348, 105, 347, 349, 107, 350, 102, 344, 361, 103, 345]",4.0,15,1.013,1503.0,2.0,0.9389016258248956,0.99856308,2.0,0.9389016258248956,"[419.13, 419.13, 738.51, 502.36, 502.36, 457.26, 457.26, 531.15, 532.59, 532.74, 358.2, 358.2, 845.33, 386.47, 386.47]","[0.04169, 0.083456, 0.000373, 0.000277, 0.000554, 0.003911, 0.007836, 0.002068, 0.001332, 0.000499, 0.042181, 0.084468, 0.000256, 0.243017, 0.486645]"
30,344,"[104, 346, 358, 106, 348, 105, 347, 349, 107, 350, 102, 344, 361, 103, 345]",4.0,15,1.013,1503.0,2.0,0.9389016258248956,0.99856308,2.0,0.9389016258248956,"[419.13, 419.13, 738.51, 502.36, 502.36, 457.26, 457.26, 531.15, 532.59, 532.74, 358.2, 358.2, 845.33, 386.47, 386.47]","[0.04169, 0.083456, 0.000373, 0.000277, 0.000554, 0.003911, 0.007836, 0.002068, 0.001332, 0.000499, 0.042181, 0.084468, 0.000256, 0.243017, 0.486645]"
131,1,"[3, 205, 217, 12, 5, 207, 4, 206, 208, 6, 209, 1, 203, 2, 204]",4.0,15,1.013,1503.0,2.0,0.9832672037120062,0.99849516,2.0,0.9832672037120062,"[418.99, 419.19, 738.3, 741.09, 502.17, 502.45, 457.1, 457.33, 531.04, 532.48, 532.63, 358.1, 358.24, 386.35, 386.52]","[0.041692, 0.083455, 0.000331, 0.000229, 0.000275, 0.000556, 0.003907, 0.007841, 0.001833, 0.001261, 0.000804, 0.042226, 0.084417, 0.243618, 0.486048]"
131,203,"[3, 205, 217, 12, 5, 207, 4, 206, 208, 6, 209, 1, 203, 2, 204]",7.1,15,1.013,2001.0,2.0,1.3086459437825078,0.99849516,2.0,0.9832672037120062,"[418.99, 419.19, 738.3, 741.09, 502.17, 502.45, 457.1, 457.33, 531.04, 532.48, 532.63, 358.1, 358.24, 386.35, 386.52]","[0.041692, 0.083455, 0.000331, 0.000229, 0.000275, 0.000556, 0.003907, 0.007841, 0.001833, 0.001261, 0.000804, 0.042226, 0.084417, 0.243618, 0.486048]"
5032,4855,"[5136, 5414, 4856, 5415, 4866, 4857, 5147, 5416, 4863, 5144, 5422, 4860, 5141, 5419, 4855]",361.2,15,1.007,14389.0,14.0,9.276938306468471,0.99851661,2.0,0.9761889853580157,"[388.36, 388.36, 419.25, 421.7, 751.8, 457.85, 755.24, 460.74, 664.09, 666.8, 669.67, 593.8, 595.99, 598.31, 386.26]","[0.000623, 0.46848, 0.035028, 0.037836, 0.000185, 0.002023, 0.000374, 0.002294, 0.000378, 0.000766, 0.000383, 0.000447, 0.00091, 0.000457, 0.448331]"
5172,4715,"[5276, 4716, 5277, 4717, 4727, 5008, 5278, 4724, 5005, 5285, 4721, 5002, 5282, 4715, 4996]",403.6,15,1.006,15208.0,15.0,9.86702504734312,0.99850722,2.0,0.9822809045156368,"[388.38, 419.14, 421.71, 457.7, 752.26, 755.84, 460.74, 664.47, 667.29, 670.29, 594.13, 596.41, 598.82, 386.17, 386.18]","[0.467983, 0.035039, 0.037844, 0.002025, 0.000186, 0.000373, 0.002296, 0.000377, 0.000764, 0.000382, 0.000444, 0.000908, 0.000459, 0.448781, 0.000648]"
